sent
600	Борисович	0 Борисович NOUN masc anim sing nomn
601	,	0 , PNCT
601	почему	0 почему ADVB Ques
602	вы	0 вы ADJF Apro Subx plur 2per nomn
603	галстук	0 галстук NOUN masc inan sing accs
604	не	0 не PRCL
605	носите	0 носить VERB impf tran plur actv pres 2per indc
606	,	0 , PNCT
606	вы	0 вы ADJF Apro Subx plur 2per nomn
607	же	0 же PRCL
608	олигарх	0 олигарх NOUN masc anim sing nomn
609	?	0 ? PNCT
610	!	0 ! PNCT
/sent
sent
611	Это	0 этот ADJF Apro neut sing accs inan
612	дело	0 дело NOUN neut inan sing accs
613	надо	0 надо PRED
614	поправить	0 поправить INFN perf tran actv
615	,	0 , PNCT
615	я	0 я ADJF Apro Subx sing 1per nomn
616	думаю	0 думать VERB impf intr actv sing pres 1per indc
617	.	0 . PNCT
/sent
sent
617	Объём	0 объем NOUN masc inan sing nomn
618	этих	0 этот ADJF Apro plur gent
619	сбережений	0 сбережение NOUN neut inan plur gent
620	растёт	0 расти VERB impf intr actv sing pres 3per indc
621	год	0 год NOUN masc inan sing nomn
622	от	0 от PREP
623	года	0 год NOUN masc inan sing gent
624	:	0 : PNCT
624	к	0 к PREP
625	концу	0 конец NOUN masc inan sing datv
626	2004	0 2004 NUMR
627	г	0 год NOUN masc inan sing gent
628	.	0 . PNCT
628	пенсионная	0 пенсионный ADJF femn sing nomn
629	"	0 " PNCT
629	копилка	0 копилка NOUN femn inan sing nomn
630	"	0 " PNCT
630	разбухнет	0 разбухнуть VERB perf intr actv sing futr 3per indc
631	до	0 до PREP
632	96	0 96 NUMR
633	млрд	0 миллиард NOUN masc inan plur gent
634	руб	0 рубль NOUN masc inan plur gent
635	.	0 . PNCT
635	Что	0 что ADJF Apro Subx neut sing accs
636	и	0 и CONJ
637	говорить	0 говорить INFN impf tran actv
638	,	0 , PNCT
638	кусочек	0 кусочек NOUN masc inan sing nomn
639	лакомый	0 лакомый ADJF masc sing nomn
640	.	0 . PNCT
/sent
sent
640	Причём	0 причем CONJ
641	это	0 этот ADJF Apro neut sing nomn
642	заявление	0 заявление NOUN neut inan sing nomn
643	должно	0 должен ADJS neut sing
644	быть	0 быть INFN impf intr actv
645	заверено	0 заверить PRTS perf neut sing pssv past
646	:	0 : PNCT
646	либо	0 либо CONJ
647	в	0 в PREP
648	организации	0 организация NOUN femn inan sing loct
649	,	0 , PNCT
649	которая	0 который ADJF Apro femn sing nomn
650	будет	0 быть VERB impf intr actv sing futr 3per indc
651	уполномочена	0 уполномочить PRTS perf femn sing pssv past
652	Пенсионным	0 пенсионный ADJF masc sing ablt
653	фондом	0 фонд NOUN masc inan sing ablt
654	на	0 на PREP
655	совершение	0 совершение NOUN neut inan sing accs
656	такого	0 такой ADJF Apro masc sing gent
657	рода	0 род NOUN masc inan sing gent
658	заверительных	0 заверительный ADJF plur gent
/sent
sent
659	Это	0 это ADJF Apro Subx neut sing nomn
660	связано	0 связать PRTS perf neut sing pssv past
661	с	0 с PREP
662	тем	0 то ADJF Apro Subx neut sing ablt
663	,	0 , PNCT
663	что	0 что CONJ
664	в	0 в PREP
665	значимых	0 значимый ADJF plur loct
666	для	0 для PREP
667	нас	0 мы ADJF Apro Subx plur 1per gent
668	регионах	0 регион NOUN masc inan plur loct
669	мы	0 мы ADJF Apro Subx plur 1per nomn
670	хотели	0 хотеть VERB impf tran plur actv past indc
671	бы	0 бы PRCL
672	получить	0 получить INFN perf tran actv
673	максимальную	0 максимальный ADJF femn sing accs
674	поддержку	0 поддержка NOUN femn inan sing accs
675	избирателей	0 избиратель NOUN masc anim plur gent
676	.	0 . PNCT
/sent
sent
676	Число	0 число NOUN neut inan sing nomn
677	руководителей	0 руководитель NOUN masc anim plur gent
678	растёт	0 расти VERB impf intr actv sing pres 3per indc
679	не	0 не PRCL
680	только	0 только PRCL
681	в	0 в PREP
682	правительстве	0 правительство NOUN neut inan sing loct
683	,	0 , PNCT
683	но	0 но CONJ
684	и	0 и CONJ
685	в	0 в PREP
686	его	0 его ADJF Apro
687	аппарате	0 аппарат NOUN masc inan sing loct
688	.	0 . PNCT
/sent
sent
688	Явлинский	0 Явлинский NOUN masc anim sing nomn
689	заявил	0 заявить VERB perf tran masc sing actv past indc
690	на	0 на PREP
691	пресс-конференции	0 пресс-конференция NOUN femn inan sing loct
692	,	0 , PNCT
692	что	0 что CONJ
693	его	0 его ADJF Apro
694	партия	0 партия NOUN femn inan sing nomn
695	сделает	0 сделать VERB perf tran sing actv futr 3per indc
696	всё	0 всё ADJF Apro Subx neut sing accs
697	,	0 , PNCT
697	чтобы	0 чтобы CONJ
698	не	0 не PRCL
699	дать	0 дать INFN perf tran actv
700	РАО	0 РАО NOUN neut inan Fixd sing datv
701	"	0 " PNCT
701	ЕЭС	0 Еэс NOUN femn inan Fixd sing gent
702	России	0 Россия NOUN femn inan sing gent
703	""	0 "" PNCT
703	приватизировать	0 приватизировать INFN perf tran actv
704	последние	0 последний ADJF plur accs inan
705	300	0 300 NUMR
706	метров	0 метр NOUN masc inan plur gent
707	электросетей	0 электросеть NOUN femn inan plur gent
708	до	0 до PREP
709	каждой	0 каждый ADJF Apro femn sing gent
710	розетки	0 розетка NOUN femn inan sing gent
711	"	0 " PNCT
712	.	0 . PNCT
/sent
sent
713	И	0 и CONJ
714	если	0 если CONJ
715	они	0 они ADJF Apro Subx plur 3per nomn
716	сходятся	0 сходиться VERB impf intr plur pres 3per indc
717	в	0 в PREP
718	оценке	0 оценка NOUN femn inan sing loct
719	"	0 " PNCT
719	дела	0 дело NOUN neut inan sing gent
720	"	0 " PNCT
720	ЮКОСа	0 Юкос NOUN masc inan sing gent
721	"	0 " PNCT
722	,	0 , PNCT
723	но	0 но CONJ
724	радикально	0 радикально ADVB
725	разошлись	0 разойтись VERB perf intr plur past indc
726	в	0 в PREP
727	оценке	0 оценка NOUN femn inan sing loct
728	его	0 его ADJF Apro
729	влияния	0 влияние NOUN neut inan sing gent
730	на	0 на PREP
731	будущее	0 будущее NOUN neut inan sing accs
732	экономики	0 экономика NOUN femn inan sing gent
733	--	0 -- PNCT
733	это	0 это ADJF Apro Subx neut sing nomn
734	значит	0 значить VERB impf tran sing actv pres 3per indc
735	только	0 только PRCL
736	,	0 , PNCT
736	что	0 что CONJ
737	действительное	0 действительный ADJF neut sing nomn
738	положение	0 положение NOUN neut inan sing nomn
739	дел	0 дело NOUN neut inan plur gent
740	тут	0 тут ADVB Ques
741	ни	0 ни PRCL
742	при	0 при PREP
743	чём	0 что ADJF Apro Subx neut sing loct
744	:	0 : PNCT
744	все	0 все ADJF Apro Subx plur nomn
745	играют	0 играть VERB impf tran plur actv pres 3per indc
746	в	0 в PREP
747	игру	0 игра NOUN femn inan sing accs
748	,	0 , PNCT
748	при	0 при PREP
749	этом	0 это ADJF Apro Subx neut sing loct
750	каждый	0 каждый ADJF Apro masc sing nomn
751	--	0 -- PNCT
751	в	0 в PREP
752	свою	0 свой ADJF Apro femn sing accs
753	.	0 . PNCT
/sent
sent
753	Можно	0 можно PRED
754	было	0 быть VERB impf intr actv neut sing past indc
755	бы	0 бы PRCL
756	,	0 , PNCT
756	конечно	0 конечно CONJ Prnt
757	,	0 , PNCT
757	пожертвовать	0 пожертвовать INFN perf tran actv
758	финансовым	0 финансовый ADJF masc sing ablt
759	резервом	0 резерв NOUN masc inan sing ablt
760	и	0 и CONJ
761	снизить	0 снизить INFN perf tran actv
762	-	0 - PNCT
762	таки	0 таки PRCL
763	налоги	0 налог NOUN masc inan plur accs
764	,	0 , PNCT
764	но	0 но CONJ
765	это	0 это ADJF Apro Subx neut sing nomn
766	путь	0 путь NOUN masc inan sing nomn
767	опасный	0 опасный ADJF masc sing nomn
768	.	0 . PNCT
/sent
sent
768	Их	0 их ADJF Apro
769	деньгами	0 деньги NOUN plur ablt
770	распоряжаются	0 распоряжаться VERB impf intr plur pres 3per indc
771	централизованно	0 централизованно ADVB
772	,	0 , PNCT
772	в	0 в PREP
773	итоге	0 итог NOUN masc inan sing loct
774	до	0 до PREP
775	30	0 30 NUMR
776	процентов	0 процент NOUN masc inan plur gent
777	средств	0 средство NOUN neut inan plur gent
778	не	0 не PRCL
779	доходит	0 доходить VERB impf intr actv sing pres 3per indc
780	до	0 до PREP
781	школы	0 школа NOUN femn inan sing gent
782	.	0 . PNCT
/sent
sent
782	Но	0 но CONJ
783	такого	0 такой ADJF Apro masc sing gent
784	закона	0 закон NOUN masc inan sing gent
785	ещё	0 еще ADVB
786	нет	0 нет PRED
787	,	0 , PNCT
787	и	0 и CONJ
788	непонятно	0 непонятно PRED
789	,	0 , PNCT
789	когда	0 когда CONJ
790	он	0 он ADJF Apro Subx masc sing 3per nomn
791	появится	0 появиться VERB perf intr sing futr 3per indc
792	.	0 . PNCT
/sent
sent
792	Процесс	0 процесс NOUN masc inan sing nomn
793	был	0 быть VERB impf intr actv masc sing past indc
794	задуман	0 задумать PRTS perf masc sing pssv past
795	в	0 в PREP
796	2000	0 2000 NUMR
797	году	0 год NOUN masc inan sing loc2
798	как	0 как CONJ
799	демонстрация	0 демонстрация NOUN femn inan sing nomn
800	государством	0 государство NOUN neut inan sing ablt
801	своей	0 свой ADJF Apro femn sing gent
802	готовности	0 готовность NOUN femn inan sing gent
803	осадить	0 осадить INFN perf tran actv
804	пиратствующую	0 пиратствовать PRTF impf intr actv femn sing accs pres
805	армию	0 армия NOUN femn inan sing accs
806	и	0 и CONJ
807	признать	0 признать INFN perf tran actv
808	мирных	0 мирный ADJF plur accs anim
809	чеченцев	0 чеченец NOUN masc anim plur accs
810	полноправными	0 полноправный ADJF plur ablt
811	гражданами	0 гражданин NOUN masc anim plur ablt
812	.	0 . PNCT
/sent
sent
812	Путина	0 Путин NOUN masc anim sing accs
813	спросили	0 спросить VERB perf tran plur actv past indc
814	:	0 : PNCT
/sent
sent
814	Чтобы	0 чтобы CONJ
815	люди	0 человек NOUN masc anim plur nomn
816	приходили	0 приходить VERB impf intr actv plur past indc
817	работать	0 работать INFN impf intr actv
818	в	0 в PREP
819	компанию	0 компания NOUN femn inan sing accs
820	не	0 не PRCL
821	только	0 только CONJ
822	из-за	0 из-за PREP
823	денег	0 деньги NOUN plur gent
